Company Name,Categories,Location,Contact Name,Address,Tel1,Tel2,Link
Yong Studio,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/yong-studio
Spazio Design Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/spazio-design-sdn-bhd
Sachi Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/sachi-interior-design
Nicus Interior Design Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/nicus-interior-design-sdn-bhd
Nineteen Design Studio,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/nineteen-design-studio
Core Design Workshop Sdn Bhd,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/coredesignworkshop
Celesa Interior Design,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/celesa-interior-design
Elegant Living Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/elegant-living-sdn-bhd
IK Design Studio,"Architect,Interior Designer",Penang,,,,,https://atap.co/malaysia/en/professionals/ik-design
Spaceplay,"Architect,Interior Designer",Selangor,No 20-1,"Jalan SS 2/61
                                                                                                                    47300
                                                                                        Petaling Jaya
                                                                                        Selangor, Malaysia",+60129806881,,https://atap.co/malaysia/en/professionals/spaceplay
Box Design Studio,"Architect,Interior Designer",WP Kuala Lumpur,Box Design Studio Sdn Bhd,"VO5-07-06, Signature 1
                                                                                        Lingkaran SV, Sunway Velocity,
                                                                                        55100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60192861108,+60102259648,https://atap.co/malaysia/en/professionals/box-design-studio
Framework Studio,"Architect,Interior Designer",WP Kuala Lumpur,A-12-13A Aurora Sovo,"Off Bukit Jalil Highway
                                                                                                                    57000
                                                                                        Bukit Jalil
                                                                                        WP Kuala Lumpur, Malaysia",+60122056070,,https://atap.co/malaysia/en/professionals/framework-studio
Mixs Living Concepts,Interior Designer,Penang,,,,,https://atap.co/malaysia/en/professionals/mixs-living-concepts
TWO's Company,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/twos-company
Zzz (Zcube) Designs sdn bhd,Interior Designer,,,,,,https://atap.co/malaysia/en/professionals/zcube
ST Furniture Trading,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/st-furniture-trading
Aspace Interior Design,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/aspace-interiordesign
Sance Interior Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/snace-interior-design
Endo Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/endo
Paperspace,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/paperspace
Designus Studio,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/designus
Studio Ayra,Interior Designer,WP Kuala Lumpur,Studio Ayra Sdn Bhd,"Persiaran Syed Putra
                                                                                                                    50460
                                                                                        Seputeh
                                                                                        WP Kuala Lumpur, Malaysia",+60126077990,,https://atap.co/malaysia/en/professionals/studioayra
Inspire Edge Studio,"Architect,Interior Designer",,"UNIT  C-5-20 , BLOCK C","CENTUM @ OASIS CORPORATE PARK
                                                                                        JALAN PJU 1A/2 ,
                                                                                        47301",+60169152826,,https://atap.co/malaysia/en/professionals/inspire-edge-studio
Pocket Square,"Interior Designer,Architect",,Pocket Square,"B-06-16, Sunway Geo Avenue 1
                                                                                        Jalan Lagoon Selatan, Bandar Sunway
                                                                                        47500",+60104302798,,https://atap.co/malaysia/en/professionals/pocket-square
Raffles Homeland Sdn Bhd,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/raffles-homeland-sdn-bhd
Three Point Design,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/three-point-design
74 Studios,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/74-studios
DESTYS SDN. BHD.,Interior Designer,Kedah,,,,,https://atap.co/malaysia/en/professionals/saff-design-work-and-management
Htiek Interior . Architecture,Interior Designer,,,,,,https://atap.co/malaysia/en/professionals/htiek-interior-architecture
XHC ONE STOP DESIGN & RENOVATION,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/xhc-one-stop-design-n-renovation
Kefi Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/kefi-studio
International Designed Design Associates,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/idda
Persada Suci Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/persada-suci-sdn-bhd
Box Design Studio,"Architect,Interior Designer",WP Kuala Lumpur,Box Design Studio Sdn Bhd,"VO5-07-06, Signature 1
                                                                                        Lingkaran SV, Sunway Velocity,
                                                                                        55100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60192861108,+60102259648,https://atap.co/malaysia/en/professionals/box-design-studio
Prestige Home Avenue Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,Prestige Home Avenue Sdn Bhd,"3A-09, Wisma Aman Elite
                                                                                        Jalan Desa Aman 1, Desa Aman
                                                                                        56100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60128055266,,https://atap.co/malaysia/en/professionals/prestige-home-avenue-sdn-bhd
SPACE 42 Design Studio,"Architect,Interior Designer",,Space 42 Interior Design Studio,"118-1-B Jalan Dataran Cheras, 8 , Dataran Perniagaan Cheras
                                                                                        Jalan Dataran
                                                                                        43200",+60122446528,+60126939689,https://atap.co/malaysia/en/professionals/space-42-design-studio
Jeriah Maison Interiors,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/jeriah-maison-interiors
Idea Workshop Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/idea-workshop-sdn-bhd
CHINN DESIGN STUDIO SDN. DHD.,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/chinn-studio
Ethnic ID,Interior Designer,Penang,,,,,https://atap.co/malaysia/en/professionals/ethnic-id
Tackline Studio,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/tackline-studio
PTL Design & Management Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/ptl-design-management-sdn-bhd
EXCLUSIVE INTERIOR DESIGN,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/exclusive-interior-design
Joy Design & Build,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/joy-design-studio
Gigie Interior Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/gigie-interior-design
The Roof Studio,Interior Designer,,The Roof Studio,"11-2， Jalan USJ 10/1G,
                                                                                                                    47620",+60166614998,,https://atap.co/malaysia/en/professionals/the-roof-studio
Inspire Edge Studio,"Architect,Interior Designer",,"UNIT  C-5-20 , BLOCK C","CENTUM @ OASIS CORPORATE PARK
                                                                                        JALAN PJU 1A/2 ,
                                                                                        47301",+60169152826,,https://atap.co/malaysia/en/professionals/inspire-edge-studio
Prestige Home Avenue Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,Prestige Home Avenue Sdn Bhd,"3A-09, Wisma Aman Elite
                                                                                        Jalan Desa Aman 1, Desa Aman
                                                                                        56100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60128055266,,https://atap.co/malaysia/en/professionals/prestige-home-avenue-sdn-bhd
Yimun Design & Build Sdn. Bhd.,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/yimun-design
IHOST HOMES GLOBAL SDN BHD,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/ihost-homes-global
Reqa lab,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/reqa-lab
IDW Design & Build,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/idw-design-build
De We Group,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/de-we-group
Black Space,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/black-space
Studio.13,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/studio-13
Metrics Global Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/metrics-global-sdn-bhd
Concept Plus Enterprise,"Architect,Interior Designer",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/concept-plus-enterprise
Prestige Home Avenue Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,Prestige Home Avenue Sdn Bhd,"3A-09, Wisma Aman Elite
                                                                                        Jalan Desa Aman 1, Desa Aman
                                                                                        56100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60128055266,,https://atap.co/malaysia/en/professionals/prestige-home-avenue-sdn-bhd
Studio Ayra,Interior Designer,WP Kuala Lumpur,Studio Ayra Sdn Bhd,"Persiaran Syed Putra
                                                                                                                    50460
                                                                                        Seputeh
                                                                                        WP Kuala Lumpur, Malaysia",+60126077990,,https://atap.co/malaysia/en/professionals/studioayra
SPACE 42 Design Studio,"Architect,Interior Designer",,Space 42 Interior Design Studio,"118-1-B Jalan Dataran Cheras, 8 , Dataran Perniagaan Cheras
                                                                                        Jalan Dataran
                                                                                        43200",+60122446528,+60126939689,https://atap.co/malaysia/en/professionals/space-42-design-studio
Well Interior Design Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/well-interior-design
INKKA Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/inka-sdn-bhd
Interior Scape Signature Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/smoothy-design-reno
Zen Design & Renovation,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/zen-design-n-renovation
Skilled Decor & Design,Interior Designer,Penang,,,,,https://atap.co/malaysia/en/professionals/skilled-decor-design
Rowenda Kitchen & Home,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/rowenda-kitchen
Collin & Kay,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/collin-kay
Think Studio Plt,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/think-studio-plt
InArt Studio,Interior Designer,Penang,,,,,https://atap.co/malaysia/en/professionals/inart-studio
The Roof Studio,Interior Designer,,The Roof Studio,"11-2， Jalan USJ 10/1G,
                                                                                                                    47620",+60166614998,,https://atap.co/malaysia/en/professionals/the-roof-studio
The Grid Studio (M) Sdn Bhd,"Architect,Interior Designer",,The Grid Studio (M) Sdn Bhd,"Setia Walk, Persiaran Wawasan,
                                                                                        Pusat Bandar Puchong, 47160 Selangor.
                                                                                        47160",+60129251380,,https://atap.co/malaysia/en/professionals/the-grid-studio-m-sdn-bhd
Pocket Square,"Interior Designer,Architect",,Pocket Square,"B-06-16, Sunway Geo Avenue 1
                                                                                        Jalan Lagoon Selatan, Bandar Sunway
                                                                                        47500",+60104302798,,https://atap.co/malaysia/en/professionals/pocket-square
Para Ark Studio Venture,"Architect,Interior Designer",Penang,,,,,https://atap.co/malaysia/en/professionals/para-ark-venture
Bowei Home Deco SDN BHD,"Architect,Interior Designer",Perak,,,,,https://atap.co/malaysia/en/professionals/bowei-home-deco
MZH Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/mzh-design-3
JSID Design & Build,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/jsid-design-build
Aabios Design (M) Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/aabios-design-m-sdn-bhd
Ingot Design & Build,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/ingot-design-build
DNA Studio,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/dna-studio
REVO CONSTRUCT SDN. BHD.,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/revo-construct-sdn-bhd
Wolo Space Sdn Bhd,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/wolo-space-sdn-bhd
Scalable MY,"Architect,Interior Designer",,"Suite 88, Co-labs Coworking The Starling","Lot 4-401 & 4-402, Level 4, The Starling Mall
                                                                                        No. 6, Jalan SS21/37, Damansara Uptown
                                                                                        47400",+60358709188,,https://atap.co/malaysia/en/professionals/scalable-by-paramount-property
Wuuu Studio,"Architect,Interior Designer",Others,Wuuu studio,"Setia Alam
                                                                                        Seksyen U13
                                                                                        40170
                                                                                                                    Others, Malaysia",+60173736129,,https://atap.co/malaysia/en/professionals/ddm
Stuarts Design Sdn Bhd,"Architect,Interior Designer",,Head Office,"No. 6-1, Ground Floor, IOI Rio City, Lebuh Puteri, Bandar Puteri, 47100 Puchong, Selangor, Malaysia
                                                                                                                    47100",+60386038771,+60123025222,https://atap.co/malaysia/en/professionals/stuarts-design-sdn-bhd
Line Scale Studio,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/line-scale-studio
HanoStudio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/hanostudio
B&B Home Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/b-b-home-design
Bonnieblue Enterprise,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/bonnieblue-enterprise
JStudio Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/jstudio-design
Diary Interior Design Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/diary-interior-design-studio
DEzeno Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/dezeno-interior-sdn-bhd
Quarter Design Concept,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/quarter-design-concept
DSC Interior Design Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/decore-space-decoration
Stoked Associates (M) Sdn Bhd,Interior Designer,WP Kuala Lumpur,A-11-02 EkoCheras Office Suites,"No 693, Batu, 5, Jalan Cheras
                                                                                                                    56000
                                                                                        Cheras
                                                                                        WP Kuala Lumpur, Malaysia",+60197062055,,https://atap.co/malaysia/en/professionals/stoked-associates
The Grid Studio (M) Sdn Bhd,"Architect,Interior Designer",,The Grid Studio (M) Sdn Bhd,"Setia Walk, Persiaran Wawasan,
                                                                                        Pusat Bandar Puchong, 47160 Selangor.
                                                                                        47160",+60129251380,,https://atap.co/malaysia/en/professionals/the-grid-studio-m-sdn-bhd
Stuarts Design Sdn Bhd,"Architect,Interior Designer",,Head Office,"No. 6-1, Ground Floor, IOI Rio City, Lebuh Puteri, Bandar Puteri, 47100 Puchong, Selangor, Malaysia
                                                                                                                    47100",+60386038771,+60123025222,https://atap.co/malaysia/en/professionals/stuarts-design-sdn-bhd
Ergonomic Designs Solutions,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/ergonomic-designs-solutions
Tow Architect,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/tow-architect
Kujaya Builders Sdn Bhd,"Architect,Interior Designer",Melaka,,,,,https://atap.co/malaysia/en/professionals/kujaya-builders-sdn-bhd
Sensuouslight Design & Renovation,"Architect,Interior Designer",Johor,,,,,https://atap.co/malaysia/en/professionals/sensuouslight-design-renovation
Miji Design Studio,"Architect,Interior Designer",Johor,,,,,https://atap.co/malaysia/en/professionals/miji-design-studio
D'One Renovation & Solution,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/d-one-renovation-solution
ARCH Interior Design & Renovation,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/arch-interior-design-renovation
SL Interior Design,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/sl-interior-design
MiKuang Furniture & Interior Design,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/mi-kuang-furniture-interior-design
Wuuu Studio,"Architect,Interior Designer",Others,Wuuu studio,"Setia Alam
                                                                                        Seksyen U13
                                                                                        40170
                                                                                                                    Others, Malaysia",+60173736129,,https://atap.co/malaysia/en/professionals/ddm
Studio Ayra,Interior Designer,WP Kuala Lumpur,Studio Ayra Sdn Bhd,"Persiaran Syed Putra
                                                                                                                    50460
                                                                                        Seputeh
                                                                                        WP Kuala Lumpur, Malaysia",+60126077990,,https://atap.co/malaysia/en/professionals/studioayra
Stoked Associates (M) Sdn Bhd,Interior Designer,WP Kuala Lumpur,A-11-02 EkoCheras Office Suites,"No 693, Batu, 5, Jalan Cheras
                                                                                                                    56000
                                                                                        Cheras
                                                                                        WP Kuala Lumpur, Malaysia",+60197062055,,https://atap.co/malaysia/en/professionals/stoked-associates
HT Interior Design & Build,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/ht-interior-design-build
Eleven Interior Design & Renovation Sdn Bhd,Interior Designer,Johor,,,,,https://atap.co/malaysia/en/professionals/eleven-interior-design-renovation-sdn-bhd
Opulence Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/opulencedesign
bj inno builder,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/bjinnobuilder
PAC LIVING CONCEPT,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/pac-living-concept
NL Interior,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/nl-interior
ST Mulin Furniture & Renovation,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/st-mulin-furniture-renovation
Spazio Muse,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/spazio-muse
Seto Interior Design Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/seto-interior-design-sdn-bhd
Wuuu Studio,"Architect,Interior Designer",Others,Wuuu studio,"Setia Alam
                                                                                        Seksyen U13
                                                                                        40170
                                                                                                                    Others, Malaysia",+60173736129,,https://atap.co/malaysia/en/professionals/ddm
Stoked Associates (M) Sdn Bhd,Interior Designer,WP Kuala Lumpur,A-11-02 EkoCheras Office Suites,"No 693, Batu, 5, Jalan Cheras
                                                                                                                    56000
                                                                                        Cheras
                                                                                        WP Kuala Lumpur, Malaysia",+60197062055,,https://atap.co/malaysia/en/professionals/stoked-associates
Pocket Square,"Interior Designer,Architect",,Pocket Square,"B-06-16, Sunway Geo Avenue 1
                                                                                        Jalan Lagoon Selatan, Bandar Sunway
                                                                                        47500",+60104302798,,https://atap.co/malaysia/en/professionals/pocket-square
SA Interior Creation Enterprise,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/sa-interior-creation-enterprise
Roomia,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/roomia
Rezone Interior Design Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/rezone-interior-design-studio
Primex Interior Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/primex-interior-design
Orientique Concept,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/orientique-concept
L Vin Interior Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/l-vin-interior-design
C&O Sunshine Renovation Works,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/c-o-sunshine-renovation
Young Concept Design Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/young-concept-design-sdn-bhd
Virtuals Space Sdn Bhd,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/virtuals-space-sdn-bhd
Prestige Home Avenue Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,Prestige Home Avenue Sdn Bhd,"3A-09, Wisma Aman Elite
                                                                                        Jalan Desa Aman 1, Desa Aman
                                                                                        56100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60128055266,,https://atap.co/malaysia/en/professionals/prestige-home-avenue-sdn-bhd
Inspire Edge Studio,"Architect,Interior Designer",,"UNIT  C-5-20 , BLOCK C","CENTUM @ OASIS CORPORATE PARK
                                                                                        JALAN PJU 1A/2 ,
                                                                                        47301",+60169152826,,https://atap.co/malaysia/en/professionals/inspire-edge-studio
Scalable MY,"Architect,Interior Designer",,"Suite 88, Co-labs Coworking The Starling","Lot 4-401 & 4-402, Level 4, The Starling Mall
                                                                                        No. 6, Jalan SS21/37, Damansara Uptown
                                                                                        47400",+60358709188,,https://atap.co/malaysia/en/professionals/scalable-by-paramount-property
Space Infinity Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/space-infinity-studio
Global Homes Design Sdn Bhd,"Architect,Interior Designer",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/global-homes-design-sdn-bhd
Expaco De Art Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/expaco-de-art-sdn-bhd
Deco Style Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/deco-style-sdn-bhd
De' Nation Interior,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/de-nation-interior
De Natura Dache,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/de-natura-dache
CO2 Design Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/co2-design-sdn-bhd
Archideco & Partners,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/archideco-partners
Unico Casa Interior Design,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/unico-casa-interior-design
Inspire Edge Studio,"Architect,Interior Designer",,"UNIT  C-5-20 , BLOCK C","CENTUM @ OASIS CORPORATE PARK
                                                                                        JALAN PJU 1A/2 ,
                                                                                        47301",+60169152826,,https://atap.co/malaysia/en/professionals/inspire-edge-studio
Supernormal Design Studio,"Architect,Interior Designer",Johor,A04-07 Eco Palladium,"Jalan Ekorflora 7/3
                                                                                        Taman Ekorflora
                                                                                        81100
                                                                                                                    Johor, Malaysia",+60167105488,+60127577735,https://atap.co/malaysia/en/professionals/supernormal-design-studio
The Roof Studio,Interior Designer,,The Roof Studio,"11-2， Jalan USJ 10/1G,
                                                                                                                    47620",+60166614998,,https://atap.co/malaysia/en/professionals/the-roof-studio
Grid Design Concept Sdn Bhd,"Interior Designer,Architect",WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/grid-design-concept-sdn-bhd
SQM DESIGN MAKER SDN. BHD.,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/sqm-design-maker-sdn-bhd
Space Craft Interior,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/kevjo-interiors
Friday Studio,"Interior Designer,Architect",Selangor,,,,,https://atap.co/malaysia/en/professionals/friday-studio
SheJi Wu Design Studio,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/sheji-wu-design-studio
Remodons Design Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/remodons-design-sdn-bhd
Mag Design Sdn Bhd,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/mag-design-sdn-bhd
Jomeco,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/jomeco
Capriform Builders Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/capriform-builders-sdn-bhd
Supernormal Design Studio,"Architect,Interior Designer",Johor,A04-07 Eco Palladium,"Jalan Ekorflora 7/3
                                                                                        Taman Ekorflora
                                                                                        81100
                                                                                                                    Johor, Malaysia",+60167105488,+60127577735,https://atap.co/malaysia/en/professionals/supernormal-design-studio
Box Design Studio,"Architect,Interior Designer",WP Kuala Lumpur,Box Design Studio Sdn Bhd,"VO5-07-06, Signature 1
                                                                                        Lingkaran SV, Sunway Velocity,
                                                                                        55100
                                                                                                                    WP Kuala Lumpur, Malaysia",+60192861108,+60102259648,https://atap.co/malaysia/en/professionals/box-design-studio
Stoked Associates (M) Sdn Bhd,Interior Designer,WP Kuala Lumpur,A-11-02 EkoCheras Office Suites,"No 693, Batu, 5, Jalan Cheras
                                                                                                                    56000
                                                                                        Cheras
                                                                                        WP Kuala Lumpur, Malaysia",+60197062055,,https://atap.co/malaysia/en/professionals/stoked-associates
Alpex Design Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/alpex-design-sdn-bhd
Acaso Design,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/acaso-interior-design
REMDIY Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/remdiy-sdn-bhd
Interior Hunters Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/interior-hunters-sdn-bhd
Design Integra,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/design-integra
Insight Studio,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/insight-studio
ID Industries Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/id-industries
IAGD Interior,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/iagd-interior
Furlab sdn bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/furlabsdnbhd
Wuuu Studio,"Architect,Interior Designer",Others,Wuuu studio,"Setia Alam
                                                                                        Seksyen U13
                                                                                        40170
                                                                                                                    Others, Malaysia",+60173736129,,https://atap.co/malaysia/en/professionals/ddm
Scalable MY,"Architect,Interior Designer",,"Suite 88, Co-labs Coworking The Starling","Lot 4-401 & 4-402, Level 4, The Starling Mall
                                                                                        No. 6, Jalan SS21/37, Damansara Uptown
                                                                                        47400",+60358709188,,https://atap.co/malaysia/en/professionals/scalable-by-paramount-property
The Roof Studio,Interior Designer,,The Roof Studio,"11-2， Jalan USJ 10/1G,
                                                                                                                    47620",+60166614998,,https://atap.co/malaysia/en/professionals/the-roof-studio
Dterri Interior Design,"Architect,Interior Designer",Selangor,,,,,https://atap.co/malaysia/en/professionals/dterri-design
DesignAStay Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/designastay-sdn-bhd
Vanguard CR Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/vanguard-cr-sdn-bhd
THE HAN DESIGN,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/the-han-design
SCA Superscale Asia Sdn Bhd,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/sca-superscale-asia-sdn-bhd
PMJ Design & Build Sdn Bhd,Interior Designer,Selangor,,,,,https://atap.co/malaysia/en/professionals/pmj-design-build
Orinoco Design & Build,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/orinco-design-build
One Dreams Home Interior Design & Renovation,Interior Designer,WP Kuala Lumpur,,,,,https://atap.co/malaysia/en/professionals/one-dreams-home-interior-design
Joux Studio,Interior Designer,Pahang,,,,,https://atap.co/malaysia/en/professionals/joux-studio
The Roof Studio,Interior Designer,,The Roof Studio,"11-2， Jalan USJ 10/1G,
                                                                                                                    47620",+60166614998,,https://atap.co/malaysia/en/professionals/the-roof-studio
EDGE ID,"Architect,Interior Designer",WP Kuala Lumpur,EDGE ID Sdn Bhd,"No. 36-2, 2nd Floor, Jalan Pandan Prima 2,
                                                                                        Dataran Pandan Prima
                                                                                        55100
                                                                                        Cheras
                                                                                        WP Kuala Lumpur, Malaysia",+60123811344,+60123811344,https://atap.co/malaysia/en/professionals/edge-id
